sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.8456;4.2171;8.1966;2.8287;4.4665;8.2595;0.01;-0.0655;-0.0325;-0.0513;0.011;0.0298;43.0;-22.54;-139.33;-67.55;180.17;-27.09;-18.91;5.0;43.277;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;42007;2018-04-03 08:08:23:672
1.8562;2.8077;7.9412;2.7953;4.2908;8.3633;0.2226;-1.1843;0.1695;0.012;0.0106;-0.0109;43.0;-22.36;-138.7;-67.69;180.42;-25.95;-18.48;5.0;40.837;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;42507;2018-04-03 08:08:24:172
2.2056;2.7318;8.8427;2.8211;4.0905;8.4546;0.0294;-1.1271;0.9246;0.0099;0.0045;-7.0E-4;46.0;-22.21;-139.03;-67.41;180.2;-24.65;-18.45;5.0;40.73;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;43007;2018-04-03 08:08:24:672
2.8684;3.5525;8.9797;2.8588;4.021;8.4752;0.4987;-0.4652;0.3074;0.0049;-0.0138;0.0132;49.0;-21.91;-138.41;-67.31;180.34;-24.21;-18.64;5.0;37.066;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 22;43506;2018-04-03 08:08:25:171
3.07;4.4103;8.2367;2.8276;3.9758;8.507;-0.0236;0.5517;-0.2435;-0.0045;-0.0124;-0.0256;44.0;-22.68;-139.07;-68.03;179.78;-23.92;-18.39;5.0;38.293;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;44006;2018-04-03 08:08:25:671
3.1417;4.4199;8.2409;2.8553;4.0076;8.4827;0.4831;0.4381;-0.7182;-0.008;-0.0564;-0.0748;40.0;-21.81;-138.94;-67.62;180.49;-24.12;-18.6;5.0;37.318;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;44506;2018-04-03 08:08:26:171
4.7198;4.253;8.2175;3.0327;4.1226;8.3653;-0.3066;0.6826;-0.0868;-0.0675;-0.1154;-0.1521;36.0;-21.57;-139.25;-68.15;180.92;-24.46;-19.18;5.0;38.011;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;45007;2018-04-03 08:08:26:672
4.2939;4.9409;7.3675;3.1367;4.3274;8.2223;0.9387;0.8123;-1.057;-0.0112;-0.1884;-0.2169;57.0;-20.02;-138.78;-69.18;183.63;-26.18;-20.88;5.0;42.894;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;45506;2018-04-03 08:08:27:171
3.2698;6.6339;7.1498;3.1308;4.8624;7.9199;1.1823;0.7807;-1.1403;-0.0792;-0.1988;-0.3642;52.0;-18.9;-138.2;-69.41;185.0;-27.63;-21.66;5.0;46.441;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;46006;2018-04-03 08:08:27:671
4.8227;5.3328;6.0179;3.3709;5.1469;7.6365;1.2278;0.3777;-1.8155;-0.0269;-0.357;-0.3313;42.0;-17.29;-136.81;-71.43;189.44;-31.66;-23.82;5.0;45.217;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 23;46507;2018-04-03 08:08:28:172
4.2048;6.0883;6.9194;3.349;5.5333;7.3714;0.331;0.5197;-0.2524;-0.1095;-0.2189;-0.434;33.0;-17.1;-135.6;-72.51;191.89;-33.28;-25.02;5.0;45.653;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;47006;2018-04-03 08:08:28:671
4.2394;5.6109;7.477;3.3817;5.5224;7.3646;0.6676;0.1271;-0.2984;-0.1273;-0.1959;-0.318;35.0;-16.56;-130.26;-74.67;193.69;-34.27;-24.66;5.0;44.001;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 24;47507;2018-04-03 08:08:29:172
4.0127;5.6355;6.207;3.2505;5.668;7.3129;0.1495;0.0302;-1.2253;-0.0938;-0.1562;-0.2533;35.0;-16.9;-128.3;-75.8;194.44;-34.89;-24.31;5.0;45.135;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;48006;2018-04-03 08:08:29:671
3.0819;6.8366;6.923;3.136;5.7367;7.3093;0.066;0.925;-0.357;-0.0578;-0.1051;-0.1523;37.0;-17.19;-124.47;-77.37;194.93;-35.8;-23.22;5.0;46.473;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;48506;2018-04-03 08:08:30:171
3.2817;8.0103;7.1043;3.1373;5.9761;7.1143;-0.3116;1.7222;0.248;0.0;-0.0254;-0.0655;79.0;-17.76;-124.45;-78.11;195.68;-37.19;-23.33;5.0;47.71;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 21;49006;2018-04-03 08:08:30:671
2.6393;7.3212;8.0213;3.1488;6.1079;6.9963;-0.1347;1.0846;0.3995;-0.0311;-0.0301;0.009;74.0;-19.39;-124.15;-78.34;197.06;-38.52;-24.23;5.0;47.849;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 21;49507;2018-04-03 08:08:31:172
2.775;6.8205;6.6867;3.1311;6.1953;6.9272;-0.3279;0.1625;-0.6597;-0.0037;0.0025;-0.0123;74.0;-19.73;-123.96;-78.2;196.86;-38.9;-24.51;5.0;48.354;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;50007;2018-04-03 08:08:31:672
2.0405;6.7361;6.5246;3.0569;6.2295;6.9296;-0.8414;0.4726;-0.7354;0.0057;-0.0161;0.008;65.0;-20.24;-123.71;-78.43;196.22;-39.44;-23.8;5.0;49.138;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;50507;2018-04-03 08:08:32:172
2.7439;5.7467;7.7222;3.0839;6.1149;7.0191;-0.1652;-0.6431;0.4325;-0.0059;0.0133;0.0022;82.0;-20.16;-123.98;-78.06;196.13;-39.5;-23.72;5.0;56.434;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;51007;2018-04-03 08:08:32:672
2.1338;6.5058;6.5707;3.1029;6.1136;7.0119;-1.1615;0.2769;-0.0189;-0.0189;0.0318;-7.0E-4;87.0;-20.29;-123.18;-78.38;195.88;-38.57;-23.87;5.0;59.074;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;51507;2018-04-03 08:08:33:172
4.1832;5.7437;7.9256;3.1618;6.0295;7.0582;0.3302;0.1694;-0.0869;-0.0347;0.0392;0.0037;87.0;-20.39;-123.21;-78.78;196.42;-37.94;-24.13;5.0;56.387;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;52007;2018-04-03 08:08:33:672
1.9148;5.4985;6.5432;3.1024;5.9855;7.1217;-0.4361;-0.3729;-0.233;0.0413;-0.0016;0.0068;87.0;-20.63;-123.23;-78.88;194.34;-37.62;-23.54;5.0;52.428;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;52506;2018-04-03 08:08:34:171
2.9324;5.4297;8.2798;3.0805;5.9232;7.1831;-0.3321;-0.389;1.0662;-0.0309;-0.0085;0.0295;87.0;-20.65;-123.51;-78.66;194.16;-37.8;-23.49;5.0;56.809;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;53007;2018-04-03 08:08:34:672
2.8905;5.5272;6.8165;3.1452;5.8707;7.1981;-1.3799;-0.441;-0.8;0.0061;-0.0111;0.0242;87.0;-20.7;-123.53;-79.24;193.66;-36.77;-23.6;5.0;56.278;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;53507;2018-04-03 08:08:35:172
3.2722;4.7423;8.5161;3.24;5.7144;7.2814;0.5577;-1.0915;0.9452;0.0143;-0.0154;0.0026;87.0;-20.67;-123.67;-78.87;193.53;-35.64;-23.99;5.0;49.243;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;54007;2018-04-03 08:08:35:672
3.932;4.6801;8.0411;3.2931;5.6273;7.3252;-0.5006;-0.6214;-0.2235;0.0391;-0.0621;0.008;82.0;-21.51;-123.11;-77.98;192.28;-35.02;-24.21;5.0;46.843;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;54506;2018-04-03 08:08:36:171
3.786;5.1342;9.274;3.2321;5.5391;7.4191;0.1396;-0.4367;1.628;-0.0389;0.0531;-0.012;39.0;-21.78;-123.03;-78.44;191.07;-34.39;-23.54;5.0;47.954;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;55007;2018-04-03 08:08:36:672
3.5414;4.6765;7.0576;3.257;5.5301;7.4149;0.5459;-0.88;-0.6296;-0.0084;-0.0175;-0.0116;38.0;-21.46;-123.21;-78.67;192.62;-34.33;-23.71;5.0;45.272;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;55507;2018-04-03 08:08:37:172
3.2004;4.5868;7.5428;3.2768;5.3602;7.53;0.8419;-0.8474;0.8785;0.0781;-0.054;-0.0334;41.0;-21.54;-123.14;-78.77;191.35;-33.63;-23.64;5.0;45.659;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 21;56006;2018-04-03 08:08:37:671
4.3047;4.1334;6.469;3.2637;5.3271;7.5592;0.7995;-1.3399;-1.6989;-0.0185;-8.0E-4;-0.0337;41.0;-21.53;-123.01;-79.0;190.96;-33.13;-23.52;5.0;49.964;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 21;56507;2018-04-03 08:08:38:172
3.8111;4.4636;6.99;3.3126;5.2367;7.6009;-0.3015;-0.5379;-0.8235;-0.0502;-0.0559;-0.0187;38.0;-21.74;-122.8;-78.44;189.24;-32.78;-22.65;5.0;48.932;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 21;57006;2018-04-03 08:08:38:671
2.9856;5.3226;8.0297;3.2952;5.2188;7.6208;0.0616;-0.3178;0.6692;-0.0072;-0.006;-0.066;41.0;-21.76;-121.93;-79.4;190.53;-32.15;-23.38;5.0;45.429;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 21;57506;2018-04-03 08:08:39:171
3.9882;5.4811;6.5916;3.3942;5.2065;7.5857;0.6944;0.2787;-0.0885;-0.06;7.0E-4;-0.0498;43.0;-22.2;-121.99;-79.48;191.32;-32.17;-23.99;5.0;45.911;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;11 / 19;58006;2018-04-03 08:08:39:671
4.0588;5.1886;6.6981;3.3783;5.2545;7.5596;1.1594;0.0626;-0.2796;-0.014;-0.0391;-0.0343;41.0;-22.75;-121.72;-79.07;190.72;-32.4;-24.08;5.0;46.679;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;11 / 19;58506;2018-04-03 08:08:40:171
3.6293;7.1794;8.3234;3.4664;5.3249;7.47;1.2993;0.629;1.6745;-0.0167;-0.0116;-0.0505;41.0;-23.13;-121.46;-79.27;191.64;-32.63;-24.58;5.0;55.93;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;12 / 18;59006;2018-04-03 08:08:40:671
3.1543;5.0839;6.6353;3.5403;5.2748;7.4708;-0.493;-0.1153;-1.2848;-0.0028;-0.0274;-0.0495;46.0;-23.76;-121.0;-79.1;191.81;-32.54;-25.36;5.0;47.597;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;12 / 18;59507;2018-04-03 08:08:41:172
2.9886;5.1826;6.5725;3.5188;5.3401;7.4345;0.6207;0.1624;-0.5813;-0.0076;-0.0554;-0.0355;41.0;-23.99;-120.71;-79.38;191.56;-32.77;-25.09;5.0;48.037;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;60007;2018-04-03 08:08:41:672
3.5264;5.2352;7.2754;3.5228;5.2776;7.4771;0.0924;0.1139;-0.1733;-0.0115;-0.0148;-0.0623;43.0;-23.95;-120.53;-79.96;192.15;-32.56;-25.23;5.0;45.953;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;60506;2018-04-03 08:08:42:171
3.606;5.4482;7.1456;3.5226;5.3412;7.4319;0.0375;-0.0477;0.7283;-0.0327;-0.0313;-0.0768;38.0;-24.14;-120.11;-79.52;192.82;-32.75;-25.52;5.0;45.725;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;61006;2018-04-03 08:08:42:671
5.3868;3.5381;9.5366;3.6491;5.3068;7.3954;2.2458;0.3592;-0.4387;0.0473;-0.0779;-0.0647;38.0;-25.16;-119.5;-78.86;192.49;-32.76;-26.26;5.0;56.761;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;61507;2018-04-03 08:08:43:172
4.2065;5.4644;7.4865;3.7368;5.3319;7.3333;0.2588;0.3423;0.2277;-0.0435;-0.0247;-0.0762;41.0;-25.48;-119.3;-79.73;194.34;-32.94;-27.0;5.0;49.63;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;62006;2018-04-03 08:08:43:671
3.6688;5.4386;7.6325;3.7658;5.3307;7.3194;1.4656;0.0315;0.42;-0.0042;-0.0139;-0.0334;44.0;-25.85;-119.01;-79.94;193.83;-32.93;-27.23;5.0;49.614;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;62506;2018-04-03 08:08:44:171
3.9768;5.6097;7.4836;3.7171;5.3584;7.324;-0.571;0.1245;-0.427;-0.0129;-0.0216;-0.0255;49.0;-26.24;-118.49;-80.11;193.7;-33.12;-26.91;5.0;46.411;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 20;63006;2018-04-03 08:08:44:671
5.0548;5.9854;9.1783;3.6845;5.3587;7.3403;0.3491;1.1122;-1.2482;0.0266;0.0024;-0.0343;49.0;-26.69;-118.78;-80.02;192.66;-33.12;-26.91;5.0;52.51;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 20;63507;2018-04-03 08:08:45:172
4.337;5.5326;8.3109;3.7214;5.3868;7.301;0.2323;0.0014;-0.0427;-0.0057;-0.0495;-0.0343;49.0;-26.38;-118.23;-80.31;193.01;-33.01;-26.47;5.0;45.662;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;64006;2018-04-03 08:08:45:671
4.0869;5.1515;6.2907;3.7732;5.3786;7.2804;0.4438;-0.3037;2.3799;0.0275;-0.027;-0.0548;49.0;-26.74;-118.6;-80.24;192.91;-33.32;-27.01;5.0;47.461;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 19;64506;2018-04-03 08:08:46:171
3.8668;5.0253;7.121;3.8952;5.3442;7.2414;0.1162;-0.1885;0.2214;-0.059;-0.0449;-0.0198;48.0;-28.36;-117.6;-79.51;193.95;-33.02;-28.28;5.0;46.231;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;65007;2018-04-03 08:08:46:672
4.1467;5.453;7.657;3.8566;5.3872;7.2301;-0.1842;0.1403;0.8466;-0.0874;-0.0352;-0.0107;48.0;-28.44;-118.03;-79.35;193.35;-33.02;-28.28;5.0;46.778;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;65507;2018-04-03 08:08:47:172
3.6825;5.6803;8.4502;3.7766;5.3572;7.2944;0.2362;0.8099;1.7031;0.0314;0.0139;-0.0657;48.0;-28.89;-117.45;-79.48;191.4;-33.11;-27.37;5.0;47.025;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;17 / 23;66006;2018-04-03 08:08:47:671
3.5473;5.7701;8.5513;3.8302;5.3568;7.2667;0.7982;0.1632;-0.1737;0.0063;-0.047;-0.0335;51.0;-29.14;-117.25;-79.42;192.04;-33.11;-27.79;5.0;52.346;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;17 / 23;66507;2018-04-03 08:08:48:172
3.7238;4.8632;6.7848;3.8406;5.318;7.2897;0.3288;-0.0853;0.3242;-0.0407;-0.0053;-0.0301;51.0;-29.17;-116.81;-79.96;192.47;-32.84;-27.78;5.0;46.883;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 18;67007;2018-04-03 08:08:48:672
3.9577;5.0815;8.1153;3.7447;5.2995;7.3527;0.3975;0.2447;0.7239;0.0523;-0.0499;-0.0303;56.0;-29.31;-116.8;-79.46;190.64;-32.71;-26.99;5.0;46.008;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;13 / 18;67506;2018-04-03 08:08:49:171
3.043;5.5003;7.6104;3.8322;5.2582;7.3373;0.6281;0.0167;-0.2305;-0.0374;-0.0402;-0.0019;51.0;-30.26;-116.04;-79.37;190.68;-32.42;-27.58;5.0;52.879;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;68006;2018-04-03 08:08:49:671
4.1192;5.1024;7.8329;3.815;5.2379;7.3608;0.119;-0.03;0.6558;0.0127;2.0E-4;-0.0438;51.0;-30.16;-115.97;-79.6;190.92;-32.28;-27.4;5.0;45.886;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;68506;2018-04-03 08:08:50:171
2.845;5.3812;6.9464;3.7191;5.1908;7.4427;0.8014;-0.1913;0.981;-0.0092;-0.0178;-0.0147;56.0;-30.28;-116.03;-79.47;189.45;-32.44;-26.77;5.0;47.427;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;69007;2018-04-03 08:08:50:672
4.1084;3.6715;5.2391;3.8142;5.1422;7.4284;-0.049;-1.4809;-1.5836;-0.116;0.0016;0.0038;56.0;-30.83;-115.9;-79.38;188.87;-31.62;-27.18;5.0;47.81;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;69507;2018-04-03 08:08:51:172
4.0911;4.5653;7.7079;3.6991;5.1262;7.4973;0.1918;-0.4164;-0.8825;-0.0313;-0.0397;-0.0239;56.0;-30.37;-115.5;-79.54;188.38;-31.97;-25.83;5.0;49.047;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;70007;2018-04-03 08:08:51:672
4.106;4.6574;7.1156;3.7117;5.0991;7.5095;0.7329;0.0785;0.2468;0.0315;-0.0517;-0.0403;56.0;-30.74;-115.15;-79.32;187.57;-31.33;-26.3;5.0;53.106;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;70507;2018-04-03 08:08:52:172
4.1856;5.6229;8.6853;3.796;5.1388;7.44;0.1931;0.1911;0.2282;0.0291;-0.051;-0.0255;56.0;-31.73;-115.48;-79.14;187.88;-31.6;-27.03;5.0;53.322;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;71007;2018-04-03 08:08:52:672
3.5013;5.8646;7.7707;3.8128;5.1662;7.4124;0.2043;-0.148;-0.5466;-0.008;-0.0574;-0.0206;54.0;-31.54;-115.33;-79.33;188.24;-31.79;-27.22;5.0;52.326;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;71506;2018-04-03 08:08:53:171
4.1898;4.9768;6.7214;3.7254;5.1648;7.4576;0.2846;-0.3754;0.5773;-0.0391;-0.0485;-0.0017;54.0;-32.05;-115.66;-79.32;187.4;-32.01;-26.71;5.0;51.998;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;72006;2018-04-03 08:08:53:671
3.8955;5.7677;8.7434;3.7777;5.1971;7.4087;0.6352;-0.6777;-0.6854;0.0094;-0.0316;-0.0165;54.0;-31.99;-115.01;-78.96;188.0;-32.0;-27.02;5.0;48.693;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;72506;2018-04-03 08:08:54:171
3.5814;5.0821;7.6941;3.7082;5.2045;7.4386;0.3797;0.3457;1.092;-0.0089;-0.0068;-0.0322;54.0;-32.49;-115.21;-78.54;187.19;-32.05;-26.5;5.0;48.838;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;73007;2018-04-03 08:08:54:672
3.9703;5.2329;8.4042;3.7483;5.1798;7.4357;-0.5453;-0.1724;-1.4665;-0.0042;-0.0391;-0.0176;54.0;-32.59;-115.03;-78.67;186.62;-31.88;-26.75;5.0;49.324;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 20;73507;2018-04-03 08:08:55:172
4.849;5.0271;9.1747;3.8369;5.191;7.3826;0.7466;-0.7058;1.1961;-0.0905;-0.0188;-0.031;54.0;-33.75;-115.07;-78.19;186.29;-31.96;-27.46;5.0;46.289;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;74007;2018-04-03 08:08:55:672
5.8797;4.707;7.1731;3.8509;5.1757;7.386;0.9918;0.3349;-0.1749;-0.0087;-0.009;-0.0554;54.0;-33.84;-115.39;-78.43;186.38;-31.86;-27.54;5.0;48.326;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 21;74507;2018-04-03 08:08:56:172
4.5721;5.8197;7.2096;3.9256;5.1497;7.3648;1.0933;-0.3534;0.6432;-0.0182;-0.0594;-0.0263;54.0;-34.4;-115.1;-78.44;187.15;-31.68;-28.06;5.0;46.95;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 21;75006;2018-04-03 08:08:56:671
3.3003;4.9601;6.1723;3.8886;5.058;7.4476;0.103;0.653;0.9867;-0.0095;0.0917;-0.1209;54.0;-34.66;-114.76;-78.22;185.32;-31.05;-27.57;5.0;46.514;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 21;75506;2018-04-03 08:08:57:171
4.3806;5.0659;7.7797;3.857;5.1948;7.3694;-0.4348;-0.2798;-1.4178;-0.0639;-0.051;-0.0152;54.0;-35.18;-115.75;-78.17;185.54;-31.99;-27.63;5.0;46.716;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 19;76007;2018-04-03 08:08:57:672
3.7047;5.3818;8.5968;3.8263;5.1542;7.4137;-0.6765;-0.168;-0.0663;-0.0344;-0.0309;-0.0126;56.0;-35.64;-115.61;-77.93;184.04;-31.71;-27.3;5.0;47.03;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 19;76506;2018-04-03 08:08:58:171
2.726;5.0384;8.464;3.6452;5.1407;7.5137;-0.8652;-0.0284;-0.0543;0.0414;0.0111;-0.0238;66.0;-35.3;-114.75;-77.69;182.75;-31.61;-25.88;5.0;51.474;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 20;77007;2018-04-03 08:08:58:672
3.1884;5.0432;9.2273;3.6842;5.1648;7.4781;-0.9992;0.679;-0.0392;0.0336;-0.0191;0.0194;66.0;-35.41;-114.89;-78.14;183.34;-31.78;-26.23;5.0;49.733;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 20;77506;2018-04-03 08:08:59:171
3.4319;5.3423;8.738;3.7477;5.0477;7.5264;-0.9112;0.1769;0.1396;0.0141;0.0391;-0.0048;66.0;-36.22;-114.38;-77.66;182.72;-30.98;-26.47;5.0;47.246;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;78006;2018-04-03 08:08:59:671
2.3144;3.8701;7.3753;3.6547;5.1066;7.5324;-1.0788;-0.3129;1.4107;0.0109;0.0111;-0.0022;66.0;-35.32;-114.67;-77.71;183.6;-30.98;-26.47;5.0;53.278;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;16 / 22;78507;2018-04-03 08:09:00:172
2.3282;5.4973;8.2678;3.5346;4.9875;7.6682;0.1726;-0.4143;-0.5134;-0.0139;-0.0204;0.0127;66.0;-35.57;-114.6;-77.56;180.43;-31.07;-25.05;5.0;46.986;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;79007;2018-04-03 08:09:00:672
4.3346;4.4193;8.1607;3.5483;5.0131;7.6452;-0.8715;-0.0031;-0.2765;0.0214;-0.017;-0.0107;53.0;-35.89;-114.63;-77.53;180.19;-30.74;-24.9;5.0;47.922;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;79507;2018-04-03 08:09:01:172
3.4163;4.7381;8.4126;3.5535;4.9602;7.6772;1.5329;-0.1135;2.9033;-0.0252;0.0295;-0.0066;53.0;-35.82;-114.43;-77.53;180.44;-30.58;-25.05;5.0;48.556;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;80007;2018-04-03 08:09:01:672
1.8765;5.6349;7.9442;3.4251;4.9584;7.7365;0.3532;0.1851;-0.3624;0.036;0.0086;-0.0044;53.0;-34.71;-114.68;-78.12;179.56;-30.37;-23.88;5.0;53.851;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;15 / 20;80507;2018-04-03 08:09:02:172
2.9946;5.7455;6.3769;3.3435;5.0122;7.7375;-0.3933;0.4478;-1.5737;0.0401;0.0022;-0.0092;66.0;-35.16;-114.81;-77.57;179.32;-30.4;-23.72;5.0;52.765;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;17 / 21;81006;2018-04-03 08:09:02:671
2.9581;4.6951;7.8161;3.3115;4.9826;7.7703;-0.1885;-0.0175;0.2294;0.078;-0.0327;-0.0069;61.0;-35.38;-114.58;-78.03;178.33;-30.54;-23.08;5.0;50.075;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;17 / 21;81506;2018-04-03 08:09:03:171
2.9007;4.8524;7.9783;3.4023;4.9871;7.7281;0.7933;0.6201;-0.2689;-0.0713;0.0071;0.0258;61.0;-35.78;-114.61;-77.51;178.02;-30.98;-23.52;5.0;51.541;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 21;82007;2018-04-03 08:09:03:672
3.5587;4.8793;8.324;3.4311;5.0156;7.6968;-0.0632;0.1423;-0.4993;0.0061;-0.0137;0.0122;61.0;-36.39;-114.5;-77.54;178.83;-30.76;-24.03;5.0;45.196;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 21;82507;2018-04-03 08:09:04:172
3.259;5.4123;8.1272;3.4279;5.0105;7.7016;-0.6291;-0.5116;-0.3394;0.0715;-0.0076;-0.0061;61.0;-36.37;-114.08;-77.63;178.76;-30.73;-23.99;5.0;46.492;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 19;83007;2018-04-03 08:09:04:672
2.397;4.393;7.9615;3.4221;5.0207;7.6975;0.9999;-0.5462;0.0494;-0.0049;-0.0107;0.0096;61.0;-36.34;-114.33;-77.43;178.3;-30.8;-23.97;5.0;46.792;42.490936;-83.281166;583.87;689.9419180434625;0.0;14.680644;;14 / 19;83507;2018-04-03 08:09:05:172
